Time Scale,FM01TS,FM02TS,FM03TS,FM04TS,FM05TS,PC01TS,PC02TS,PC03TS,PT01TS,PT02TS,PT03TS,PT04TS,PT05TS,PT06TS,ST01TS,TC01TS,TC02TS,TC03TS,TT01TS
08-29-2009 : 12:24:42.961 PM,31.432512,32.055428,87.906403,532.909424,37.763840,20.012062,20.708849,21.244751,6924.520020,7117.288086,7001.266602,1050.986816,2560.117920,628.902649,238.620468,75.498596,76.760727,77.237091,0.000000
08-29-2009 : 12:24:42.965 PM,31.683477,32.243633,87.485527,535.615723,37.909557,19.908436,20.523424,21.254770,7000.946289,7129.325684,6955.758789,1712.323730,2899.399658,4543.334961,241.135071,75.515556,76.576782,77.159744,0.000000
08-29-2009 : 12:24:42.969 PM,31.615763,32.423855,88.024521,531.870850,38.271854,20.001020,20.658751,21.483660,6968.395508,7151.342285,7089.368652,759.345337,1810.107178,648.814636,240.023590,75.446815,76.485924,77.045464,0.000000
08-29-2009 : 12:24:42.973 PM,31.678432,32.306129,88.157471,528.591064,38.256657,20.020805,20.597652,21.386312,7000.131836,7107.068359,6936.888672,2072.685791,1560.287354,1585.361938,241.487091,75.550911,76.527115,77.173103,0.000000
08-29-2009 : 12:24:42.977 PM,31.942961,32.250050,87.656876,531.365051,38.156418,20.139051,20.663956,21.164793,6951.301758,7052.752930,6921.833008,1309.934814,2479.346924,3385.694580,244.444122,75.554794,76.522400,77.184349,0.000000
08-29-2009 : 12:24:42.981 PM,31.856285,32.125145,87.800827,533.989868,38.114174,20.237747,20.824236,21.198751,6995.665039,7139.925781,6968.645508,963.788086,2361.466064,4452.406250,239.867554,75.365097,76.411430,76.994057,0.000000
08-29-2009 : 12:24:42.985 PM,31.892694,32.106270,88.526382,530.296997,38.031197,20.169432,20.822990,21.432604,6964.464355,7108.678223,7024.185059,502.275543,2510.180420,3322.768799,242.871780,75.453484,76.674164,77.087692,0.000000
08-29-2009 : 12:24:42.989 PM,31.779749,32.183689,88.533859,531.258057,37.956268,19.934256,20.717749,21.222303,7007.073730,7156.540039,7119.723145,-3.741294,2998.491699,2133.148437,238.711472,75.351982,76.478867,77.045601,0.000000
08-29-2009 : 12:24:42.993 PM,32.019180,32.208275,89.502258,539.065063,38.357250,20.018688,21.039549,21.434229,6977.697754,7083.777344,7038.995117,2489.443604,1830.044678,940.895935,239.046066,75.550575,76.693184,77.227654,0.000000
08-29-2009 : 12:24:42.997 PM,31.847986,32.769943,88.532494,531.480896,38.361301,20.142006,20.797878,21.340733,6949.055176,7068.192383,7024.409668,1138.768677,1236.819092,588.362488,243.821213,75.372406,76.447670,77.082741,0.000000
08-29-2009 : 12:24:43.001 PM,31.757179,32.404392,88.420570,535.684265,38.016354,20.186167,20.787975,21.243380,6957.134766,7124.533691,7052.845703,3554.612793,1551.272583,2632.818848,239.880188,75.389153,76.469368,76.981781,0.000000
08-29-2009 : 12:24:43.005 PM,31.809767,32.277676,89.790558,531.690857,38.346500,20.306965,20.880251,21.470785,7023.885254,7106.240723,6948.842285,302.100006,335.034241,1025.324219,243.522507,75.457817,76.599960,77.080315,0.000000
08-29-2009 : 12:24:43.009 PM,32.581486,32.615925,89.623283,536.176392,38.442841,20.146692,20.815176,21.558617,7021.666016,7157.633789,7015.967773,-17.233238,1432.236328,3816.319580,237.141205,75.501869,76.559036,77.222893,0.000000
08-29-2009 : 12:24:43.013 PM,32.535542,32.603325,89.268967,538.341736,38.036400,20.217134,20.878588,21.414188,6953.850098,7137.915527,7092.260254,1936.973877,3896.316650,3460.277100,243.496002,75.423203,76.527229,77.002281,0.000000
08-29-2009 : 12:24:43.017 PM,31.979628,32.691906,89.767464,537.534241,38.039593,20.212872,21.015348,21.410685,6992.805176,7133.700195,7019.041504,549.567627,4583.112305,1109.459717,240.211990,75.593964,76.672371,77.211693,0.000000
08-29-2009 : 12:24:43.021 PM,32.671051,32.583046,89.130905,538.486084,38.369331,20.375181,21.032553,21.244524,6966.338867,7178.708496,7115.400879,1037.056152,2706.946045,5293.247070,242.192459,75.481285,76.615501,77.170280,0.000000
08-29-2009 : 12:24:43.025 PM,32.594322,32.528313,89.335121,539.842834,38.924660,20.179203,20.997736,21.570854,7009.638672,7163.513184,7143.676758,1585.415894,3680.609863,1863.272827,242.145248,75.379196,76.575478,77.116570,0.000000
08-29-2009 : 12:24:43.029 PM,32.662815,32.474148,89.348038,537.208923,38.848873,20.167675,20.813305,21.505531,7036.895996,7163.455566,7111.017578,835.133789,829.807190,2990.586914,242.156647,75.452690,76.700577,77.063721,0.000000
08-29-2009 : 12:24:43.033 PM,32.549442,32.950283,90.689941,540.128967,38.706882,20.315348,21.164503,21.744432,7106.346191,7193.851562,6935.598633,1639.866577,633.835632,2064.156494,243.058960,75.389610,76.632004,77.086472,0.000000
08-29-2009 : 12:24:43.037 PM,32.209431,33.031147,89.563667,538.838501,38.856831,20.481010,21.073072,21.599487,7083.895508,7141.935059,7108.777832,2091.466797,1101.702515,1516.109009,238.688126,75.569092,76.614380,77.168594,0.000000
08-29-2009 : 12:24:43.041 PM,32.917862,33.016239,89.763962,538.889038,38.784279,20.593779,21.037283,21.750351,6992.152344,7106.786621,7008.505859,3472.790283,2213.084229,318.005157,243.948090,75.650497,76.673233,77.294777,0.000000
08-29-2009 : 12:24:43.045 PM,32.679943,32.772602,89.903114,539.308167,38.682022,20.234535,20.886267,21.461622,7079.816406,7162.787109,7063.365234,300.904358,1615.811768,1903.068604,240.174362,75.466522,76.488907,76.994896,0.000000
08-29-2009 : 12:24:43.049 PM,33.208786,32.779728,90.486671,542.179077,38.495140,20.345604,20.886665,21.289246,7069.614258,7165.561523,6998.815918,2427.505859,2910.335937,1540.309814,243.066086,75.559418,76.702026,77.280975,0.000000
08-29-2009 : 12:24:43.053 PM,33.166401,33.030045,90.748856,539.649902,38.906460,20.449709,20.913660,21.472834,7038.366211,7183.179199,7108.509277,2535.270996,753.044861,1980.697754,235.876968,75.426170,76.507072,77.042404,0.000000
08-29-2009 : 12:24:43.057 PM,32.390408,33.052822,90.322601,539.997620,39.082180,20.481577,20.945414,21.550678,6972.770508,7265.568359,7113.850098,628.054321,3088.554687,953.521973,241.595993,75.487473,76.566071,77.058945,0.000000
08-29-2009 : 12:24:43.061 PM,32.855106,33.141182,90.541519,541.115540,38.970680,20.543613,21.147402,21.702841,6991.786133,7142.748047,7161.602051,1257.639648,1387.527466,3497.505615,236.670624,75.405640,76.472870,77.052490,0.000000
08-29-2009 : 12:24:43.065 PM,33.077312,33.350750,91.186081,544.677551,39.001347,20.383343,21.118660,21.687099,7026.215820,7139.941406,7057.000488,912.124451,2399.085449,1587.466431,238.672043,75.438339,76.602371,77.057373,0.000000
08-29-2009 : 12:24:43.069 PM,33.287457,32.995956,90.497993,543.305908,38.846786,20.437784,21.072805,21.654934,7087.482422,7176.227539,7041.681641,2122.969238,382.091095,506.629730,239.114532,75.269440,76.485733,77.033958,0.000000
08-29-2009 : 12:24:43.073 PM,32.915974,33.071281,90.326744,547.045410,39.390579,20.489323,21.261852,21.753839,7021.576660,7254.033203,7068.537598,3441.661865,2750.726074,728.014954,241.339737,75.440613,76.600006,77.021271,0.000000
08-29-2009 : 12:24:43.077 PM,32.908432,33.490055,90.169731,545.764771,38.846230,20.573652,20.948008,21.803364,7030.501953,7210.945312,7087.166992,381.082428,3776.775635,1652.273315,242.929932,75.347641,76.699844,77.062408,0.000000
08-29-2009 : 12:24:43.081 PM,32.973042,33.549911,90.911423,548.478638,39.218925,20.692104,21.031374,21.867157,7119.956055,7215.305176,7019.139648,3360.448975,3325.331055,1423.752197,241.064301,75.406517,76.613586,77.012604,0.000000
08-29-2009 : 12:24:43.085 PM,33.009399,33.296555,91.509346,544.197083,39.176872,20.621977,21.151594,21.519396,7100.902344,7243.368652,7127.279297,1372.820068,1103.079346,1380.236450,244.362259,75.298225,76.474113,77.054749,0.000000
08-29-2009 : 12:24:43.089 PM,33.273735,33.576889,90.883667,548.058594,39.094826,20.546679,21.326113,21.722481,7004.284180,7208.745117,7110.433105,417.963013,1076.232056,1460.101318,238.503326,75.486839,76.645500,77.143990,0.000000
08-29-2009 : 12:24:43.093 PM,33.041824,33.531933,90.917175,551.641663,39.213779,20.454285,21.183968,21.794268,7137.831055,7195.309570,7078.352539,1883.001831,1439.524658,1735.739136,236.933807,75.373085,76.578094,77.150131,0.000000
08-29-2009 : 12:24:43.097 PM,33.465397,33.817013,91.365852,546.527466,39.059929,20.511995,21.270945,21.699080,7089.830078,7205.463379,7033.799805,449.883453,1756.388184,3186.767822,238.872559,75.402267,76.613312,77.143036,0.000000
08-29-2009 : 12:24:43.101 PM,33.627659,33.517399,92.281281,550.658508,39.326538,20.520758,21.212782,21.932796,7079.117187,7210.591309,7176.830566,3308.518555,901.878052,236.221237,240.146530,75.410820,76.643272,77.084213,0.000000
08-29-2009 : 12:24:43.105 PM,33.441109,33.853600,91.825272,554.396484,38.971115,20.819099,21.226553,21.811268,7083.193848,7198.578613,7046.098145,1255.502563,977.388672,2049.569336,238.580658,75.233055,76.509491,77.064247,0.000000
08-29-2009 : 12:24:43.109 PM,33.401051,33.530159,91.532280,552.253357,39.222294,20.878019,21.153233,21.978401,7108.176270,7287.902344,7045.126953,1063.610474,5807.036133,2861.337646,243.379486,75.545410,76.685425,77.097748,0.000000
08-29-2009 : 12:24:43.113 PM,33.080956,33.691597,91.171700,554.761292,39.606838,20.634579,21.306629,21.816507,7032.249512,7235.239746,7035.546387,2024.472290,6003.495605,3485.654297,240.473663,75.295700,76.615036,76.980888,0.000000
08-29-2009 : 12:24:43.117 PM,33.706470,33.364777,90.884682,551.210937,39.160305,20.789434,21.267820,21.879816,7070.949219,7138.890137,7075.906738,1864.833618,3280.163574,2486.586670,236.320831,75.491600,76.660019,77.017212,0.000000
08-29-2009 : 12:24:43.121 PM,33.662899,33.761768,91.701897,547.101562,39.438545,20.895983,21.516390,21.870472,7125.347656,7212.908691,7139.994629,668.523193,740.678955,627.588806,244.941803,75.292786,76.489265,77.047287,0.000000
08-29-2009 : 12:24:43.125 PM,33.879574,33.649651,91.942802,549.668762,39.499004,20.703928,21.505613,21.786625,7068.161621,7192.607422,7122.119629,193.470444,47.468510,2889.269775,238.505432,75.464005,76.546913,77.231270,0.000000
08-29-2009 : 12:24:43.129 PM,33.625908,33.755699,92.477669,554.511902,39.307888,20.718292,21.329599,21.869873,7122.062012,7209.591797,7122.617187,182.426331,1856.945068,976.266907,237.104813,75.508453,76.672623,77.179932,0.000000
08-29-2009 : 12:24:43.133 PM,33.824898,33.961124,92.568863,551.072021,39.448162,20.767847,21.537661,21.892916,7093.937988,7218.472168,7146.844238,3794.237549,1449.528198,4476.635254,237.622879,75.431824,76.677368,77.072754,0.000000
08-29-2009 : 12:24:43.137 PM,33.934174,33.854664,92.474113,555.695312,39.458065,20.853546,21.482262,21.949120,7091.064941,7189.260254,7140.587891,2854.079346,218.583923,1092.610596,238.507919,75.485352,76.686974,77.142242,0.000000
08-29-2009 : 12:24:43.141 PM,33.850346,34.056229,92.443726,553.348083,39.791843,20.825188,21.321146,21.985399,7181.651367,7183.758301,7185.929199,3027.280762,1628.557617,734.358215,234.523544,75.355705,76.568069,76.952911,0.000000
08-29-2009 : 12:24:43.145 PM,33.869812,33.879154,92.981850,559.492920,39.730820,20.901085,21.416164,21.907251,7086.678711,7274.164551,7203.140137,399.821106,4172.435547,467.225555,238.587021,75.386177,76.467834,77.024307,0.000000
08-29-2009 : 12:24:43.149 PM,33.802380,34.290272,93.412521,553.350281,39.383781,20.965450,21.301596,21.981609,7139.046387,7246.020996,7159.257324,103.393311,4012.488281,440.385132,242.963257,75.351570,76.568336,77.016251,0.000000
08-29-2009 : 12:24:43.153 PM,34.029976,33.982265,93.325279,554.881897,39.532234,20.881859,21.393723,21.947605,7101.680664,7247.151367,7088.852539,2013.324219,2188.422363,3738.569824,237.675095,75.403580,76.507759,77.033226,0.000000
08-29-2009 : 12:24:43.157 PM,33.768543,34.084335,93.661896,560.091736,39.804195,20.890814,21.555668,21.989563,7125.046875,7246.568848,7109.469727,3604.519043,1078.733398,1574.798706,239.492020,75.570518,76.695641,77.132927,0.000000
08-29-2009 : 12:24:43.161 PM,34.131866,34.063221,93.273750,556.598267,39.691967,20.874624,21.522524,21.851233,7108.624023,7280.472168,7078.740234,1324.463501,1720.161499,969.463562,239.576736,75.448410,76.588959,76.988693,0.000000
08-29-2009 : 12:24:43.165 PM,34.364944,33.868580,93.033440,556.086182,39.978531,20.709278,21.585173,21.869713,7109.844727,7222.479980,7183.464355,1449.356689,2282.007812,1754.935791,236.401382,75.385429,76.472748,76.999641,0.000000
08-29-2009 : 12:24:43.169 PM,34.065514,34.240162,93.089798,556.078979,40.242550,21.034863,21.548857,21.797577,7131.294922,7311.417969,7161.654297,1702.336670,259.633667,547.758484,237.927063,75.341324,76.485687,77.088661,0.000000
08-29-2009 : 12:24:43.173 PM,34.160942,34.247036,94.118790,560.731995,40.297550,21.066360,21.432627,21.975203,7130.189941,7281.528809,7155.708496,2416.594482,622.577820,1613.193726,239.228287,75.506927,76.682617,77.106133,0.000000
08-29-2009 : 12:24:43.177 PM,34.228516,34.237049,92.680679,561.058655,40.043095,20.974329,21.600567,21.888973,7096.590332,7185.597656,7234.634766,3210.893311,2515.218750,2655.407715,239.816544,75.533249,76.735344,77.226540,0.000000
08-29-2009 : 12:24:43.181 PM,34.600372,34.404682,93.643074,560.856689,40.004169,20.964426,21.657522,21.898056,7104.309570,7275.920898,7263.045898,2129.965088,1708.706909,1821.216187,236.051758,75.391602,76.418808,76.966125,0.000000
08-29-2009 : 12:24:43.185 PM,34.470673,34.598991,93.347839,562.022522,39.987099,21.065432,21.648045,21.991913,7087.846680,7270.387695,7095.682617,2682.569824,1154.414062,2220.277344,237.017502,75.264908,76.458130,76.958466,0.000000
08-29-2009 : 12:24:43.189 PM,34.386017,34.596210,94.287193,562.063721,39.586113,21.154497,21.747179,21.926689,7162.357422,7275.463867,7161.175781,1108.399780,2797.171143,1536.103638,234.218796,75.540894,76.618744,77.195000,0.000000
08-29-2009 : 12:24:43.193 PM,34.595428,34.078396,94.197975,558.225586,39.903297,21.042227,21.546757,21.913525,7105.241211,7298.809082,7279.523926,3451.688232,2262.244141,4274.255371,239.534134,75.543732,76.534660,77.091713,0.000000
08-29-2009 : 12:24:43.197 PM,34.555386,34.537025,94.416939,562.210815,40.373623,21.181707,21.696436,21.905367,7158.462891,7258.259277,7179.031250,382.249878,3134.135498,2636.715332,235.239975,75.404457,76.472084,77.085213,0.000000
08-29-2009 : 12:24:43.201 PM,34.577530,34.427998,93.566582,559.822021,40.027191,21.175907,21.663521,21.986805,7160.775879,7255.716797,7310.077148,5140.981934,208.788834,1156.981812,236.628098,75.550941,76.538887,77.139252,0.000000
08-29-2009 : 12:24:43.205 PM,34.523422,34.402412,94.501846,567.958984,40.282581,20.920080,21.676428,21.953915,7197.428711,7261.412598,7188.612305,571.034485,11.618815,1490.613281,237.306107,75.459076,76.582054,77.002472,0.000000
08-29-2009 : 12:24:43.209 PM,34.673161,34.747498,94.227066,569.240051,39.943954,21.090996,21.724468,21.993393,7155.699219,7298.821777,7232.984863,248.773102,2939.558105,1173.698853,237.774796,75.487602,76.593895,77.087234,0.000000
08-29-2009 : 12:24:43.213 PM,34.780869,34.896152,93.987350,560.978760,40.344311,21.207300,21.730770,21.999556,7187.572754,7285.864258,7284.221191,851.568054,580.944458,2109.404785,237.638702,75.573425,76.529457,77.041092,0.000000
08-29-2009 : 12:24:43.217 PM,34.743706,34.761276,94.362358,568.333374,40.267567,21.183147,21.831287,21.931896,7140.547363,7327.441895,7218.242187,1113.253418,3355.685791,1338.432129,239.560486,75.535347,76.570122,76.974487,0.000000
08-29-2009 : 12:24:43.221 PM,34.877121,34.870663,94.942917,570.641602,40.522274,21.025696,21.922426,21.992378,7127.948242,7246.401855,7131.065918,1774.648560,2901.294922,1907.208618,238.501892,75.568245,76.637215,77.064789,0.000000
08-29-2009 : 12:24:43.225 PM,35.288769,34.987732,94.814888,564.246094,40.467621,21.343105,21.898176,21.942488,7140.415039,7240.949707,7169.064941,3246.483398,352.511597,2003.294800,237.582626,75.613144,76.690605,77.199760,0.000000
08-29-2009 : 12:24:43.229 PM,34.854107,34.881462,94.958611,564.488708,40.526722,21.128551,21.876066,21.996124,7234.004883,7301.933594,7117.939453,3409.218994,4303.108398,3392.483398,240.631882,75.349007,76.364166,76.894798,0.000000
08-29-2009 : 12:24:43.233 PM,34.868572,34.589817,94.464714,563.360352,40.305061,21.195427,21.811626,21.975929,7114.980469,7346.416992,7186.144043,3048.227539,1468.514771,893.237854,235.726700,75.489113,76.518784,76.976456,0.000000
08-29-2009 : 12:24:43.237 PM,35.134674,34.789364,95.369041,568.660767,40.135681,21.276926,21.931637,21.998377,7258.614258,7352.643555,7173.860352,391.946136,3870.259277,1654.995361,238.354050,75.518539,76.587791,77.007858,0.000000
08-29-2009 : 12:24:43.241 PM,34.836960,34.759827,94.662613,564.907471,40.352825,21.486929,21.912493,21.999891,7153.472168,7308.440430,7202.833984,987.660461,3292.635742,4288.523926,237.621460,75.403442,76.512718,76.986664,0.000000
08-29-2009 : 12:24:43.245 PM,35.242775,34.972740,94.469055,564.348206,40.671371,21.303692,21.774900,21.999992,7172.546387,7333.609375,7265.563477,2608.722900,3501.894287,3133.746826,235.057861,75.446930,76.507889,77.115578,0.000000
08-29-2009 : 12:24:43.249 PM,35.391212,35.210545,94.682617,564.891235,40.586460,21.428938,21.912413,22.000000,7148.428711,7308.541992,7189.898437,1584.402344,2766.847412,4534.039062,237.266190,75.408241,76.404030,76.929085,0.000000
08-29-2009 : 12:24:43.253 PM,35.248196,35.391510,94.873459,567.561890,40.915955,21.362650,21.813848,22.000000,7198.385254,7344.109863,7165.978516,1318.919434,2988.902344,2042.565552,235.897263,75.425850,76.508461,77.050659,0.000000
08-29-2009 : 12:24:43.257 PM,35.102196,34.985569,95.160728,569.206238,40.809013,21.447552,21.753414,21.984205,7152.031250,7296.438965,7240.790527,864.805054,2528.532227,3741.088623,234.606140,75.456497,76.469826,77.039047,0.000000
08-29-2009 : 12:24:43.261 PM,35.284847,34.934490,95.400780,572.981140,40.928772,21.376150,21.794336,21.985630,7215.445312,7243.854004,7207.111816,482.591949,2412.362793,307.347412,238.465637,75.418114,76.419113,77.042397,0.000000
08-29-2009 : 12:24:43.265 PM,35.341583,35.158512,95.982483,570.316467,40.388241,21.318727,21.818516,21.999031,7223.077148,7298.819336,7203.393066,-5.067980,4433.219238,-16.659466,236.411789,75.529617,76.639267,77.085129,0.000000
08-29-2009 : 12:24:43.269 PM,35.167988,35.665684,96.247887,566.309631,40.613586,21.277515,21.759951,21.999935,7218.787109,7354.924805,7239.825195,2545.788574,3793.823486,-38.497711,233.534988,75.297745,76.360733,77.024612,0.000000
08-29-2009 : 12:24:43.273 PM,35.613838,35.373241,96.428749,567.823303,40.553764,21.323082,21.964848,21.995123,7244.161133,7355.002441,7167.890625,3413.676025,1440.075562,1173.896973,234.381332,75.421333,76.616821,76.885582,0.000000
08-29-2009 : 12:24:43.277 PM,35.532887,35.121624,95.474548,571.633789,40.846375,21.558235,21.888025,21.985140,7231.125488,7308.002930,7225.502930,1600.535767,553.757690,976.382935,233.768097,75.440964,76.644234,77.097122,0.000000
08-29-2009 : 12:24:43.281 PM,35.500374,35.141747,95.640465,572.966309,41.015110,21.531130,21.920954,21.998999,7290.799316,7307.907715,7242.260254,863.933167,2700.309814,1292.370483,233.171158,75.473717,76.681915,77.129845,0.000000
08-29-2009 : 12:24:43.285 PM,35.419395,35.592102,96.272606,577.147644,41.004002,21.625944,21.705633,21.996107,7258.403320,7361.557129,7217.928711,3913.314209,1752.262085,76.641869,234.214447,75.328316,76.420090,76.930450,0.000000
08-29-2009 : 12:24:43.289 PM,35.890800,35.414223,96.522034,569.947632,40.931438,21.521057,21.880178,21.999231,7242.172852,7288.227051,7254.864258,4134.731445,1544.151611,783.248718,234.782761,75.383987,76.494659,76.996872,0.000000
08-29-2009 : 12:24:43.293 PM,35.342766,35.306728,96.938889,572.396362,41.098213,21.464643,21.990280,21.999949,7263.950684,7316.163574,7363.216797,2977.260254,424.289703,1968.465454,230.637085,75.504448,76.501068,77.032104,0.000000
08-29-2009 : 12:24:43.297 PM,35.940567,35.343945,97.067352,573.184570,41.136940,21.572634,21.905926,21.999996,7227.042480,7370.480469,7304.586914,2860.192627,3785.800049,1624.578979,231.688660,75.563431,76.483116,77.081749,0.000000
08-29-2009 : 12:24:43.301 PM,35.798725,35.849979,96.134506,578.619080,40.901783,21.541601,21.858372,22.000000,7230.332031,7344.237793,7258.064453,354.007294,2536.752197,1521.022583,235.995163,75.511436,76.528587,77.023689,0.000000
08-29-2009 : 12:24:43.305 PM,35.784245,35.606823,97.008232,573.626587,40.798447,21.515120,21.917328,22.000000,7205.829102,7318.522949,7318.809082,2795.686768,1867.948120,1708.539307,230.592896,75.455086,76.537964,76.994560,0.000000
08-29-2009 : 12:24:43.309 PM,35.460918,35.605007,97.346939,572.534058,41.050026,21.409286,21.976343,22.000000,7298.790527,7348.902344,7273.367676,4213.998535,2951.871338,213.998474,236.534866,75.379173,76.433067,76.981674,0.000000
08-29-2009 : 12:24:43.313 PM,35.808647,35.397999,97.300720,576.307190,41.061497,21.440557,21.886082,22.000000,7235.000977,7338.483398,7387.862793,2335.071533,2572.158203,3249.741211,237.465683,75.418320,76.520531,77.039314,0.000000
08-29-2009 : 12:24:43.317 PM,35.740517,35.415783,97.245369,575.068787,41.247753,21.450193,21.957216,22.000000,7257.044922,7319.714355,7284.809570,1769.811279,3946.872314,2308.060303,234.943756,75.367416,76.478645,76.905785,0.000000
08-29-2009 : 12:24:43.321 PM,35.805027,35.634129,97.476852,575.377930,40.996918,21.518353,21.972536,22.000000,7250.182129,7365.820312,7273.524902,1164.236206,263.567749,123.893852,233.737427,75.516495,76.568214,77.032104,0.000000
08-29-2009 : 12:24:43.325 PM,35.693558,35.620857,97.761040,577.073914,41.356464,21.489155,21.968859,22.000000,7188.197266,7313.308594,7296.358887,692.717407,205.416214,5041.852051,231.113068,75.518127,76.538483,77.022919,0.000000
08-29-2009 : 12:24:43.329 PM,35.814709,35.863956,96.792274,575.841858,41.015488,21.509445,21.964180,22.000000,7340.745605,7283.477051,7317.070801,3678.120605,378.647095,929.771118,234.420990,75.233788,76.308449,76.999939,0.000000
08-29-2009 : 12:24:43.333 PM,35.907356,35.992714,97.040367,578.977600,41.192577,21.654066,21.907333,22.000000,7279.833984,7300.890625,7179.919434,835.098145,732.916382,1939.520264,232.175827,75.610321,76.620491,77.195663,0.000000
08-29-2009 : 12:24:43.337 PM,36.002968,35.956715,97.478012,579.679932,41.290409,21.879660,21.937834,22.000000,7253.353027,7351.492187,7221.704590,1600.634521,685.282837,1039.447021,234.930344,75.626305,76.657990,77.208466,0.000000
08-29-2009 : 12:24:43.341 PM,36.339008,35.980133,97.790085,579.818726,41.455826,21.631062,21.995810,22.000000,7261.651855,7382.646484,7187.334961,279.549835,1840.993286,739.722168,233.882629,75.510139,76.545227,77.022141,0.000000
08-29-2009 : 12:24:43.345 PM,35.983562,35.683022,96.932358,577.974731,41.220829,21.729849,21.999718,22.000000,7233.240234,7332.849609,7250.830078,2568.479004,1268.216797,40.706799,232.100220,75.507797,76.568909,77.132721,0.000000
08-29-2009 : 12:24:43.349 PM,36.782375,35.954250,98.302361,581.764587,41.558071,21.836134,21.926985,22.000000,7290.339844,7343.431641,7205.867187,1564.185059,4574.168945,3807.157959,229.134064,75.398087,76.500809,76.945038,0.000000
08-29-2009 : 12:24:43.353 PM,36.451317,36.017414,98.148346,583.800110,41.137989,21.853800,21.926601,22.000000,7261.070312,7347.070312,7308.176758,1161.310425,3592.916748,510.845276,232.521469,75.523750,76.620819,77.149902,0.000000
08-29-2009 : 12:24:43.357 PM,36.642696,36.005466,97.798378,580.000244,41.337307,21.559162,21.995052,22.000000,7292.445312,7372.220215,7287.184570,2767.944824,4334.267090,1256.244385,229.636169,75.391670,76.623375,76.958023,0.000000
08-29-2009 : 12:24:43.361 PM,36.287270,36.053963,96.787788,580.071838,41.671993,21.658199,21.999666,22.000000,7354.585449,7324.715332,7194.144043,3763.612305,1717.639160,4293.823242,229.244156,75.434166,76.590469,77.028572,0.000000
08-29-2009 : 12:24:43.365 PM,36.766003,36.117245,97.968918,581.658752,41.656799,21.648590,21.999977,22.000000,7279.001465,7322.534668,7260.965332,2724.459473,3908.812744,1713.788940,232.726410,75.350616,76.408173,76.985001,0.000000
08-29-2009 : 12:24:43.369 PM,36.682846,36.191349,98.383354,582.596436,41.288288,21.637959,21.999998,22.000000,7254.072754,7298.466309,7282.218750,2060.518799,1660.226440,5912.661621,233.072571,75.415337,76.526642,77.099648,0.000000
08-29-2009 : 12:24:43.373 PM,36.823231,36.519039,98.729210,584.450684,41.513157,21.704624,21.987282,22.000000,7304.249023,7274.689941,7272.749512,1953.368530,752.787231,3117.800781,235.000198,75.569740,76.584259,77.062782,0.000000
08-29-2009 : 12:24:43.377 PM,36.725487,36.178547,98.163467,583.660767,41.724201,21.851265,21.969303,22.000000,7299.642090,7382.033203,7201.556641,1230.315796,1181.222900,2538.159668,233.363602,75.609146,76.521255,77.050941,0.000000
08-29-2009 : 12:24:43.381 PM,36.868244,36.292011,99.047119,585.854248,41.384113,21.812899,21.990238,22.000000,7333.930664,7352.113281,7270.036133,1619.319458,1706.359619,1395.576050,229.415482,75.657753,76.662178,77.015869,0.000000
08-29-2009 : 12:24:43.385 PM,37.028057,36.241776,98.941521,583.346863,41.367054,21.713579,21.999342,22.000000,7313.313965,7423.717285,7302.336426,3462.312012,1746.576904,1034.128662,230.510483,75.526596,76.562477,77.097923,0.000000
08-29-2009 : 12:24:43.389 PM,37.057892,36.178017,98.299225,584.100830,41.442253,21.724447,21.999956,22.000000,7346.032715,7407.586914,7152.984375,562.503357,4876.922363,1125.022339,229.567627,75.350555,76.546097,76.811279,0.000000
08-29-2009 : 12:24:43.393 PM,36.575275,36.644051,98.083412,586.899719,41.709213,21.698412,21.995050,22.000000,7316.377930,7325.146484,7270.848145,3773.635254,2176.041504,1115.769897,230.650070,75.505455,76.483109,76.989998,0.000000
08-29-2009 : 12:24:43.397 PM,37.119339,36.499001,98.245613,583.240601,41.320679,21.874619,21.997845,22.000000,7316.867187,7390.337402,7281.611328,2982.147217,4732.737793,2959.305420,229.898193,75.479027,76.374123,76.860123,0.000000
08-29-2009 : 12:24:43.401 PM,37.144333,36.823933,98.986671,585.640198,41.616558,21.888561,21.999855,22.000000,7246.849121,7305.177734,7306.418945,1086.754272,1625.886230,3376.400635,225.678223,75.283562,76.509674,77.043488,0.000000
08-29-2009 : 12:24:43.405 PM,37.057514,36.393669,98.773056,585.160278,41.507004,21.813709,21.999990,22.000000,7333.582031,7315.338379,7364.906738,2804.215088,263.933411,987.125671,232.746857,75.592667,76.521706,77.016144,0.000000
08-29-2009 : 12:24:43.409 PM,37.186192,36.210220,99.575836,589.450317,41.645622,21.859716,21.995611,22.000000,7286.525879,7346.438477,7271.337402,3371.634033,3198.874512,128.871750,227.492813,75.569145,76.518883,77.035881,0.000000
08-29-2009 : 12:24:43.413 PM,37.113029,36.830524,98.685997,584.639526,41.483822,21.915770,21.999125,22.000000,7356.124512,7379.744629,7192.803223,1566.746338,2392.654785,363.548706,226.782532,75.560249,76.565430,77.010605,0.000000
08-29-2009 : 12:24:43.417 PM,37.032295,36.513252,100.209343,580.524414,41.566006,21.766743,21.999941,22.000000,7355.895996,7400.026367,7164.430664,2161.011475,2040.065796,1286.715210,228.705276,75.567917,76.520981,77.138512,0.000000
